user_id,variant,installed,signup,activated,purchase
1151,A,1,1,1,0
1152,A,1,0,0,0
1153,B,1,0,0,0
1154,B,1,1,1,0
1155,B,1,1,1,0
1156,A,1,0,0,0
1157,B,1,1,1,0
1158,A,1,1,1,0
1159,B,1,0,0,0
1160,B,1,0,0,0
1161,B,1,1,1,1
1162,A,1,1,1,0
1163,B,1,1,1,0
1164,B,1,1,1,0
1165,A,1,1,1,0
1166,B,1,1,1,1
1167,A,1,1,0,0
1168,B,1,1,1,0
1169,A,1,0,0,0
1170,A,1,0,0,0
1171,B,1,1,0,0
1172,A,1,0,0,0
1173,A,1,1,1,0
1174,A,1,0,0,0
1175,A,1,1,1,1
1176,A,1,0,0,0
1177,A,1,0,0,0
1178,B,1,1,0,0
1179,A,1,1,1,0
1180,A,1,0,0,0
1181,B,1,0,0,0
1182,B,1,1,0,0
1183,B,1,0,0,0
1184,B,1,1,1,0
1185,B,1,0,0,0
1186,B,1,1,1,0
1187,B,1,0,0,0
1188,A,1,0,0,0
1189,A,1,0,0,0
1190,B,1,1,1,1
1191,A,1,1,1,0
1192,A,1,1,0,0
1193,A,1,1,1,1
1194,B,1,1,1,0
1195,B,1,1,1,0
1196,A,1,0,0,0
1197,B,1,0,0,0
1198,A,1,1,1,0
1199,A,1,1,1,0
1200,A,1,0,0,0
1201,A,1,1,0,0
1202,B,1,0,0,0
1203,B,1,1,1,1
1204,B,1,0,0,0
1205,A,1,1,1,0
1206,B,1,0,0,0
1207,A,1,1,0,0
1208,B,1,1,1,0
1209,A,1,0,0,0
1210,A,1,1,0,0
1211,A,1,0,0,0
1212,B,1,0,0,0
1213,B,1,0,0,0
1214,B,1,0,0,0
1215,B,1,0,0,0
1216,A,1,0,0,0
1217,B,1,1,1,0
1218,B,1,1,0,0
1219,A,1,0,0,0
1220,A,1,0,0,0
1221,A,1,0,0,0
1222,B,1,0,0,0
1223,A,1,1,1,0
1224,A,1,0,0,0
1225,A,1,0,0,0
1226,B,1,0,0,0
1227,A,1,0,0,0
1228,B,1,1,1,1
1229,B,1,1,1,0
1230,A,1,1,1,0
1231,A,1,0,0,0
1232,B,1,0,0,0
1233,A,1,0,0,0
1234,A,1,1,1,1
1235,B,1,1,1,1
1236,B,1,1,0,0
1237,A,1,1,1,1
1238,B,1,0,0,0
1239,A,1,1,1,0
1240,A,1,1,1,1
1241,A,1,1,1,0
1242,B,1,0,0,0
1243,A,1,1,1,0
1244,A,1,0,0,0
1245,A,1,0,0,0
1246,B,1,1,1,0
1247,B,1,0,0,0
1248,B,1,1,1,0
1249,B,1,1,1,1
1250,B,1,0,0,0
1251,A,1,1,1,0
1252,B,1,0,0,0
1253,B,1,1,1,0
1254,B,1,0,0,0
1255,A,1,0,0,0
1256,B,1,1,0,0
1257,B,1,1,1,0
1258,A,1,0,0,0
1259,B,1,1,1,0
1260,A,1,1,1,0
1261,A,1,0,0,0
1262,A,1,1,0,0
1263,A,1,1,1,0
1264,A,1,0,0,0
1265,B,1,1,1,1
1266,A,1,0,0,0
1267,A,1,1,0,0
1268,B,1,1,1,0
1269,A,1,0,0,0
1270,B,1,1,1,0
1271,B,1,1,1,0
1272,B,1,0,0,0
1273,A,1,0,0,0
1274,A,1,1,1,1
1275,A,1,1,0,0
1276,B,1,0,0,0
1277,A,1,1,0,0
1278,A,1,1,1,0
1279,A,1,1,0,0
1280,B,1,0,0,0
1281,B,1,1,1,1
1282,A,1,0,0,0
1283,A,1,0,0,0
1284,A,1,1,0,0
1285,A,1,1,1,0
1286,B,1,1,1,0
1287,B,1,1,1,1
1288,B,1,1,0,0
1289,B,1,1,1,1
1290,A,1,1,0,0
1291,A,1,0,0,0
1292,A,1,0,0,0
1293,B,1,1,1,0
1294,A,1,1,0,0
1295,B,1,1,1,1
1296,B,1,0,0,0
1297,A,1,1,1,1
1298,A,1,0,0,0
1299,A,1,0,0,0
1300,B,1,1,1,1
1301,A,1,0,0,0
1302,B,1,0,0,0
1303,A,1,1,1,1
1304,B,1,0,0,0
1305,B,1,1,0,0
1306,A,1,1,0,0
1307,B,1,1,1,0
1308,B,1,1,0,0
1309,A,1,0,0,0
1310,B,1,1,1,0
1311,A,1,1,1,1
1312,B,1,1,1,0
1313,A,1,0,0,0
1314,A,1,1,1,0
1315,B,1,1,0,0
1316,B,1,1,0,0
1317,B,1,1,1,0
1318,B,1,0,0,0
1319,B,1,0,0,0
1320,A,1,0,0,0
1321,B,1,1,1,0
1322,A,1,0,0,0
1323,A,1,1,1,1
1324,B,1,1,1,0
1325,A,1,0,0,0
1326,A,1,0,0,0
1327,A,1,0,0,0
1328,A,1,0,0,0
1329,B,1,0,0,0
1330,A,1,0,0,0
1331,B,1,1,1,0
1332,B,1,0,0,0
1333,A,1,1,0,0
1334,B,1,1,1,1
1335,B,1,1,0,0
1336,B,1,1,1,0
1337,A,1,1,1,1
1338,B,1,1,1,1
1339,B,1,0,0,0
1340,B,1,0,0,0
1341,A,1,1,1,0
1342,B,1,1,0,0
1343,A,1,0,0,0
1344,A,1,0,0,0
1345,A,1,0,0,0
1346,A,1,1,0,0
1347,A,1,1,0,0
1348,A,1,1,0,0
1349,B,1,0,0,0
1350,A,1,0,0,0
1351,B,1,1,0,0
1352,B,1,1,1,0
1353,A,1,1,1,1
1354,B,1,0,0,0
1355,B,1,0,0,0
1356,B,1,1,1,1
1357,B,1,1,1,0
1358,A,1,1,1,1
1359,B,1,1,1,0
1360,A,1,1,1,0
1361,B,1,0,0,0
1362,B,1,0,0,0
1363,A,1,0,0,0
1364,B,1,1,1,1
1365,B,1,1,1,1
1366,B,1,1,0,0
1367,A,1,0,0,0
1368,B,1,0,0,0
1369,A,1,1,1,0
1370,B,1,1,1,0
1371,A,1,0,0,0
1372,A,1,0,0,0
1373,B,1,1,0,0
1374,B,1,0,0,0
1375,A,1,0,0,0
1376,A,1,0,0,0
1377,B,1,1,1,0
1378,A,1,1,1,0
1379,B,1,1,1,0
1380,B,1,1,1,1
1381,B,1,1,1,0
1382,B,1,0,0,0
1383,A,1,1,1,0
1384,B,1,1,1,0
1385,A,1,1,0,0
1386,B,1,0,0,0
1387,A,1,1,0,0
1388,B,1,0,0,0
1389,A,1,1,1,0
1390,A,1,0,0,0
1391,B,1,0,0,0
1392,B,1,1,0,0
1393,B,1,0,0,0
1394,B,1,1,1,1
1395,A,1,1,1,0
1396,B,1,0,0,0
1397,A,1,0,0,0
1398,A,1,1,1,0
1399,B,1,1,1,1
1400,A,1,1,0,0
1401,A,1,0,0,0
1402,A,1,0,0,0
1403,A,1,1,0,0
1404,B,1,1,0,0
1405,B,1,0,0,0
1406,B,1,1,1,0
1407,B,1,1,1,1
1408,A,1,0,0,0
1409,A,1,1,1,1
1410,B,1,1,0,0
1411,B,1,1,0,0
1412,B,1,1,0,0
1413,A,1,0,0,0
1414,B,1,0,0,0
1415,B,1,0,0,0
1416,B,1,1,1,1
1417,A,1,1,1,1
1418,A,1,0,0,0
1419,A,1,1,1,1
1420,A,1,1,1,0
1421,A,1,1,1,0
1422,A,1,0,0,0
1423,A,1,1,1,0
1424,A,1,0,0,0
1425,B,1,0,0,0
1426,B,1,1,1,0
1427,A,1,1,1,0
1428,A,1,1,1,0
1429,B,1,0,0,0
1430,A,1,0,0,0
1431,A,1,1,1,0
1432,A,1,0,0,0
1433,B,1,0,0,0
1434,B,1,1,0,0
1435,B,1,1,1,0
1436,B,1,1,1,0
1437,B,1,1,1,0
1438,A,1,0,0,0
1439,B,1,1,1,0
1440,A,1,0,0,0
1441,A,1,1,1,0
1442,B,1,0,0,0
1443,B,1,1,0,0
1444,A,1,0,0,0
1445,A,1,0,0,0
1446,A,1,0,0,0
1447,B,1,0,0,0
1448,B,1,0,0,0
1449,B,1,1,1,0
1450,B,1,1,1,1
1451,B,1,1,1,1
1452,A,1,1,0,0
1453,B,1,0,0,0
1454,A,1,0,0,0
1455,A,1,0,0,0
1456,A,1,1,1,1
1457,B,1,0,0,0
1458,B,1,1,0,0
1459,B,1,1,1,0
1460,A,1,0,0,0
1461,A,1,1,1,0
1462,A,1,0,0,0
1463,A,1,0,0,0
1464,A,1,1,1,0
1465,A,1,0,0,0
1466,B,1,0,0,0
1467,B,1,1,1,1
1468,B,1,1,0,0
1469,B,1,1,1,1
1470,A,1,0,0,0
1471,A,1,1,1,0
1472,B,1,1,1,0
1473,A,1,0,0,0
1474,B,1,0,0,0
1475,B,1,1,1,1
1476,B,1,0,0,0
1477,A,1,0,0,0
1478,B,1,1,0,0
1479,B,1,1,1,0
1480,B,1,1,1,0
1481,A,1,1,0,0
1482,A,1,1,1,1
1483,B,1,1,1,0
1484,A,1,0,0,0
1485,A,1,1,1,1
1486,A,1,1,0,0
1487,A,1,0,0,0
1488,A,1,0,0,0
1489,A,1,0,0,0
1490,A,1,1,1,0
1491,A,1,0,0,0
1492,A,1,0,0,0
1493,A,1,1,1,0
1494,B,1,1,1,0
1495,B,1,1,1,1
1496,A,1,0,0,0
1497,B,1,1,1,1
1498,B,1,1,0,0
1499,A,1,1,1,0
1500,A,1,0,0,0
1501,A,1,1,0,0
1502,B,1,0,0,0
1503,B,1,0,0,0
1504,A,1,0,0,0
1505,A,1,0,0,0
1506,A,1,0,0,0
1507,B,1,1,1,0
1508,B,1,1,1,0
1509,B,1,0,0,0
1510,B,1,1,1,1
1511,A,1,0,0,0
1512,A,1,0,0,0
1513,A,1,1,1,0
1514,A,1,0,0,0
1515,B,1,0,0,0
1516,B,1,1,1,0
1517,A,1,1,1,1
1518,A,1,1,0,0
1519,B,1,1,1,1
1520,A,1,0,0,0
1521,B,1,1,1,1
1522,A,1,0,0,0
1523,A,1,1,1,0
1524,A,1,1,1,0
1525,A,1,1,1,0
1526,A,1,1,1,0
1527,A,1,0,0,0
1528,A,1,0,0,0
1529,B,1,0,0,0
1530,B,1,1,1,0
1531,B,1,0,0,0
1532,B,1,1,0,0
1533,B,1,1,1,1
1534,A,1,1,0,0
1535,A,1,0,0,0
1536,B,1,0,0,0
1537,A,1,1,1,0
1538,B,1,0,0,0
1539,B,1,0,0,0
1540,A,1,1,1,0
1541,A,1,1,1,0
1542,A,1,0,0,0
1543,B,1,1,0,0
1544,A,1,1,1,0
1545,B,1,1,1,0
1546,B,1,1,1,0
1547,B,1,1,1,0
1548,A,1,1,1,0
1549,A,1,1,0,0
1550,B,1,1,1,0
1551,A,1,1,0,0
1552,A,1,1,1,0
1553,A,1,1,1,0
1554,B,1,1,1,0
1555,B,1,0,0,0
1556,A,1,0,0,0
1557,B,1,0,0,0
1558,A,1,0,0,0
1559,A,1,1,1,0
1560,A,1,1,1,1
1561,A,1,0,0,0
1562,B,1,1,0,0
1563,B,1,0,0,0
1564,B,1,1,1,0
1565,A,1,1,1,1
1566,A,1,0,0,0
1567,A,1,0,0,0
1568,B,1,0,0,0
1569,A,1,1,1,1
1570,B,1,0,0,0
1571,B,1,1,0,0
1572,B,1,0,0,0
1573,B,1,1,1,0
1574,B,1,0,0,0
1575,B,1,0,0,0
1576,A,1,1,0,0
1577,A,1,0,0,0
1578,B,1,1,0,0
1579,B,1,0,0,0
1580,A,1,0,0,0
1581,B,1,0,0,0
1582,B,1,1,1,1
1583,A,1,1,1,1
1584,B,1,0,0,0
1585,B,1,1,1,0
1586,B,1,1,1,0
1587,A,1,0,0,0
1588,A,1,1,0,0
1589,A,1,1,1,0
1590,B,1,1,1,0
1591,B,1,0,0,0
1592,A,1,0,0,0
1593,B,1,1,1,0
1594,B,1,0,0,0
1595,B,1,1,1,0
1596,B,1,1,0,0
1597,B,1,1,1,0
1598,A,1,0,0,0
1599,B,1,1,0,0
1600,A,1,0,0,0
1601,B,1,0,0,0
1602,A,1,0,0,0
1603,B,1,1,1,0
1604,A,1,0,0,0
1605,B,1,1,1,1
1606,A,1,1,1,0
1607,B,1,0,0,0
1608,A,1,0,0,0
1609,B,1,0,0,0
1610,A,1,1,0,0
1611,A,1,1,0,0
1612,B,1,1,1,0
1613,B,1,1,1,0
1614,A,1,0,0,0
1615,B,1,0,0,0
1616,A,1,0,0,0
1617,A,1,1,1,0
1618,A,1,0,0,0
1619,B,1,1,0,0
1620,A,1,1,0,0
1621,A,1,0,0,0
1622,B,1,1,1,0
1623,B,1,0,0,0
1624,B,1,0,0,0
1625,B,1,0,0,0
1626,A,1,1,0,0
1627,A,1,1,1,0
1628,A,1,1,1,0
1629,A,1,0,0,0
1630,B,1,1,0,0
1631,A,1,0,0,0
1632,A,1,0,0,0
1633,B,1,0,0,0
1634,A,1,1,1,0
1635,A,1,1,0,0
1636,A,1,0,0,0
1637,A,1,1,0,0
1638,A,1,0,0,0
1639,A,1,1,1,0
1640,B,1,1,1,0
1641,B,1,1,1,0
1642,A,1,0,0,0
1643,A,1,0,0,0
1644,B,1,0,0,0
1645,A,1,1,0,0
1646,A,1,1,1,0
1647,A,1,0,0,0
1648,B,1,1,1,0
1649,A,1,1,1,0
1650,B,1,0,0,0
1651,A,1,0,0,0
1652,B,1,1,1,1
1653,B,1,0,0,0
1654,A,1,0,0,0
1655,B,1,1,1,1
1656,A,1,0,0,0
1657,B,1,1,0,0
1658,A,1,1,1,0
1659,A,1,1,0,0
1660,B,1,1,1,0
1661,A,1,1,0,0
1662,A,1,0,0,0
1663,B,1,1,0,0
1664,A,1,0,0,0
1665,A,1,1,0,0
1666,B,1,1,0,0
1667,B,1,1,0,0
1668,A,1,0,0,0
1669,A,1,0,0,0
1670,B,1,1,1,0
1671,B,1,1,1,1
1672,A,1,1,0,0
1673,B,1,1,1,0
1674,A,1,1,1,1
1675,A,1,1,1,1
1676,A,1,1,1,1
1677,A,1,1,1,0
1678,A,1,1,0,0
1679,B,1,1,1,0
1680,B,1,1,1,0
1681,B,1,1,1,0
1682,B,1,0,0,0
1683,A,1,1,1,1
1684,A,1,0,0,0
1685,A,1,0,0,0
1686,A,1,1,0,0
1687,B,1,1,0,0
1688,A,1,1,1,1
1689,A,1,1,0,0
1690,B,1,0,0,0
1691,B,1,0,0,0
1692,B,1,0,0,0
1693,B,1,1,0,0
1694,A,1,1,0,0
1695,A,1,1,0,0
1696,B,1,1,1,0
1697,A,1,0,0,0
1698,A,1,0,0,0
1699,A,1,0,0,0
1700,B,1,0,0,0
1701,A,1,1,0,0
1702,B,1,1,1,1
1703,A,1,0,0,0
1704,A,1,1,1,1
1705,A,1,0,0,0
1706,B,1,1,1,0
1707,A,1,1,1,0
1708,B,1,1,0,0
1709,B,1,1,0,0
1710,B,1,1,1,0
1711,A,1,0,0,0
1712,A,1,1,0,0
1713,A,1,1,1,0
1714,A,1,0,0,0
1715,B,1,0,0,0
1716,B,1,0,0,0
1717,B,1,1,1,0
1718,A,1,0,0,0
1719,B,1,0,0,0
1720,A,1,0,0,0
1721,B,1,1,1,1
1722,A,1,1,1,1
1723,A,1,1,1,0
1724,B,1,0,0,0
1725,B,1,1,0,0
1726,B,1,0,0,0
1727,B,1,1,1,0
1728,A,1,1,0,0
1729,B,1,1,1,0
1730,B,1,1,0,0
1731,B,1,0,0,0
1732,A,1,1,1,1
1733,A,1,0,0,0
1734,B,1,0,0,0
1735,A,1,0,0,0
1736,B,1,1,1,1
1737,A,1,0,0,0
1738,A,1,1,1,0
1739,A,1,1,1,0
1740,A,1,0,0,0
1741,B,1,0,0,0
1742,B,1,1,0,0
1743,B,1,0,0,0
1744,A,1,0,0,0
1745,B,1,1,1,1
1746,B,1,0,0,0
1747,B,1,1,1,0
1748,A,1,0,0,0
1749,A,1,1,1,0
1750,A,1,1,1,1
1751,B,1,1,1,0
1752,B,1,1,1,1
1753,B,1,1,1,0
1754,A,1,1,1,1
1755,A,1,0,0,0
1756,B,1,0,0,0
1757,A,1,1,1,0
1758,A,1,0,0,0
1759,A,1,0,0,0
1760,A,1,0,0,0
1761,B,1,1,1,0
1762,A,1,1,1,1
1763,A,1,0,0,0
1764,A,1,0,0,0
1765,A,1,1,0,0
1766,B,1,1,1,0
1767,B,1,0,0,0
1768,A,1,0,0,0
1769,A,1,1,1,1
1770,A,1,1,1,0
1771,A,1,1,1,0
1772,A,1,1,1,0
1773,A,1,0,0,0
1774,B,1,1,1,0
1775,A,1,1,0,0
1776,B,1,1,1,0
1777,B,1,1,1,0
1778,A,1,0,0,0
1779,B,1,1,1,1
1780,B,1,1,1,0
1781,B,1,1,1,1
1782,B,1,0,0,0
1783,B,1,1,0,0
1784,B,1,1,1,0
1785,A,1,1,0,0
1786,B,1,1,0,0
1787,B,1,0,0,0
1788,B,1,1,0,0
1789,A,1,0,0,0
1790,B,1,0,0,0
1791,A,1,1,1,1
1792,B,1,1,1,0
1793,A,1,1,1,0
1794,A,1,1,1,0
1795,B,1,1,0,0
1796,B,1,1,0,0
1797,A,1,0,0,0
1798,B,1,1,0,0
1799,A,1,0,0,0
1800,A,1,1,1,1
1801,A,1,0,0,0
1802,A,1,1,1,0
1803,A,1,1,0,0
1804,B,1,1,1,0
1805,A,1,1,0,0
1806,A,1,0,0,0
1807,B,1,1,1,0
1808,A,1,1,0,0
1809,B,1,0,0,0
1810,B,1,0,0,0
1811,B,1,1,1,0
1812,A,1,1,1,0
1813,A,1,0,0,0
1814,A,1,1,1,0
1815,B,1,0,0,0
1816,A,1,0,0,0
1817,B,1,0,0,0
1818,A,1,0,0,0
1819,B,1,1,1,1
1820,A,1,1,0,0
1821,A,1,1,1,0
1822,A,1,1,0,0
1823,B,1,0,0,0
1824,B,1,1,1,0
1825,A,1,1,1,1
1826,A,1,1,0,0
1827,B,1,1,0,0
1828,B,1,0,0,0
1829,B,1,1,1,0
1830,A,1,1,0,0
1831,B,1,1,0,0
1832,A,1,0,0,0
1833,B,1,1,1,0
1834,A,1,1,0,0
1835,B,1,1,1,0
1836,B,1,1,1,1
1837,B,1,1,1,0
1838,B,1,0,0,0
1839,B,1,1,1,0
1840,A,1,0,0,0
1841,B,1,1,0,0
1842,B,1,1,1,0
1843,B,1,0,0,0
1844,A,1,1,0,0
1845,B,1,1,1,1
1846,A,1,0,0,0
1847,B,1,0,0,0
1848,B,1,1,0,0
1849,A,1,1,0,0
1850,B,1,0,0,0
1851,A,1,1,1,0
1852,A,1,1,1,0
1853,B,1,1,0,0
1854,A,1,1,1,0
1855,B,1,1,1,0
1856,B,1,0,0,0
1857,A,1,0,0,0
1858,A,1,1,1,0
1859,A,1,1,0,0
1860,A,1,0,0,0
1861,B,1,1,1,1
1862,B,1,0,0,0
1863,A,1,1,1,0
1864,B,1,1,1,1
1865,B,1,1,1,0
1866,B,1,0,0,0
1867,B,1,1,1,1
1868,A,1,0,0,0
1869,A,1,0,0,0
1870,B,1,1,1,1
1871,A,1,0,0,0
1872,A,1,0,0,0
1873,A,1,0,0,0
1874,B,1,1,0,0
1875,B,1,1,1,1
1876,B,1,1,1,1
1877,A,1,0,0,0
1878,B,1,0,0,0
1879,B,1,1,0,0
1880,A,1,1,1,0
1881,B,1,1,1,1
1882,B,1,1,1,0
1883,A,1,1,1,0
1884,A,1,1,1,0
1885,A,1,1,1,1
1886,B,1,1,0,0
1887,B,1,0,0,0
1888,B,1,1,1,0
1889,A,1,0,0,0
1890,A,1,0,0,0
1891,B,1,1,0,0
1892,B,1,1,0,0
1893,A,1,1,1,0
1894,A,1,0,0,0
1895,A,1,1,1,0
1896,A,1,1,1,0
1897,B,1,1,1,1
1898,A,1,0,0,0
1899,B,1,1,1,1
1900,B,1,1,1,0
1901,B,1,1,0,0
1902,A,1,1,1,0
1903,A,1,0,0,0
1904,A,1,0,0,0
1905,A,1,1,1,0
1906,B,1,0,0,0
1907,A,1,1,1,0
1908,A,1,0,0,0
1909,B,1,1,1,1
1910,A,1,1,1,0
1911,B,1,1,1,0
1912,B,1,1,0,0
1913,B,1,0,0,0
1914,B,1,0,0,0
1915,B,1,1,1,0
1916,B,1,1,1,0
1917,B,1,1,1,1
1918,B,1,1,1,0
1919,A,1,0,0,0
1920,A,1,0,0,0
1921,A,1,0,0,0
1922,A,1,1,1,0
1923,B,1,1,1,0
1924,A,1,1,1,0
1925,B,1,1,0,0
1926,A,1,0,0,0
1927,A,1,0,0,0
1928,A,1,0,0,0
1929,B,1,1,1,0
1930,A,1,1,0,0
1931,B,1,0,0,0
1932,B,1,1,1,1
1933,A,1,0,0,0
1934,A,1,1,1,1
1935,A,1,0,0,0
1936,B,1,1,1,0
1937,A,1,0,0,0
1938,B,1,0,0,0
1939,B,1,0,0,0
1940,A,1,0,0,0
1941,A,1,1,1,0
1942,B,1,0,0,0
1943,B,1,1,1,0
1944,B,1,1,1,1
1945,A,1,0,0,0
1946,B,1,0,0,0
1947,A,1,0,0,0
1948,B,1,0,0,0
1949,B,1,1,1,0
1950,A,1,1,1,1
1951,B,1,1,1,1
1952,A,1,1,1,0
1953,A,1,1,1,0
1954,B,1,0,0,0
1955,A,1,1,0,0
1956,A,1,0,0,0
1957,B,1,0,0,0
1958,A,1,0,0,0
1959,A,1,0,0,0
1960,A,1,1,1,1
1961,B,1,1,0,0
1962,A,1,1,1,1
1963,B,1,0,0,0
1964,B,1,1,1,0
1965,A,1,1,0,0
1966,A,1,0,0,0
1967,A,1,0,0,0
1968,B,1,1,0,0
1969,A,1,1,1,0
1970,A,1,1,1,0
1971,A,1,1,1,1
1972,A,1,1,0,0
1973,A,1,0,0,0
1974,B,1,1,1,1
1975,B,1,0,0,0
1976,A,1,0,0,0
1977,A,1,0,0,0
1978,A,1,0,0,0
1979,A,1,1,1,0
1980,B,1,1,1,0
1981,A,1,0,0,0
1982,B,1,1,1,0
1983,B,1,1,1,0
1984,A,1,1,0,0
1985,B,1,1,0,0
1986,B,1,0,0,0
1987,B,1,1,1,0
1988,B,1,1,1,1
1989,A,1,1,1,0
1990,A,1,1,1,0
1991,B,1,1,1,1
1992,A,1,1,1,1
1993,A,1,1,1,0
1994,A,1,1,1,0
1995,A,1,1,1,1
1996,A,1,1,1,0
1997,B,1,1,1,1
1998,A,1,0,0,0
1999,A,1,0,0,0
2000,A,1,0,0,0
2001,A,1,1,1,1
2002,B,1,1,0,0
2003,B,1,1,1,0
2004,B,1,1,0,0
2005,B,1,1,1,0
2006,A,1,0,0,0
2007,B,1,0,0,0
2008,A,1,0,0,0
2009,A,1,1,1,1
2010,A,1,1,1,0
2011,A,1,0,0,0
2012,A,1,0,0,0
2013,B,1,1,1,0
2014,B,1,0,0,0
2015,B,1,1,1,0
2016,B,1,1,1,0
2017,A,1,1,1,0
2018,B,1,0,0,0
2019,A,1,0,0,0
2020,B,1,1,1,0
2021,A,1,1,1,1
2022,A,1,1,1,1
2023,B,1,0,0,0
2024,A,1,1,0,0
2025,A,1,1,1,0
2026,B,1,1,1,0
2027,A,1,1,0,0
2028,B,1,0,0,0
2029,B,1,1,0,0
2030,B,1,1,0,0
2031,A,1,0,0,0
2032,A,1,0,0,0
2033,A,1,0,0,0
2034,B,1,1,0,0
2035,A,1,1,1,1
2036,B,1,1,1,0
2037,B,1,1,1,0
2038,A,1,1,0,0
2039,B,1,1,1,1
2040,A,1,0,0,0
2041,A,1,0,0,0
2042,A,1,1,1,0
2043,A,1,0,0,0
2044,A,1,0,0,0
2045,B,1,1,1,0
2046,B,1,0,0,0
2047,B,1,1,1,0
2048,A,1,1,1,0
2049,A,1,1,1,0
2050,A,1,1,0,0
2051,B,1,0,0,0
2052,A,1,0,0,0
2053,B,1,1,0,0
2054,B,1,0,0,0
2055,A,1,0,0,0
2056,A,1,1,0,0
2057,B,1,0,0,0
2058,A,1,1,1,0
2059,B,1,0,0,0
2060,A,1,1,1,0
2061,A,1,1,0,0
2062,B,1,1,1,0
2063,A,1,1,0,0
2064,B,1,1,1,1
2065,A,1,0,0,0
2066,B,1,0,0,0
2067,B,1,1,1,1
2068,A,1,0,0,0
2069,B,1,1,1,1
2070,A,1,1,0,0
2071,A,1,1,1,0
2072,A,1,1,1,1
2073,B,1,1,1,0
2074,B,1,0,0,0
2075,A,1,1,1,0
2076,A,1,0,0,0
2077,B,1,1,0,0
2078,A,1,0,0,0
2079,A,1,1,1,0
2080,B,1,0,0,0
2081,A,1,1,1,0
2082,B,1,1,1,0
2083,A,1,1,1,0
2084,B,1,0,0,0
2085,A,1,1,0,0
2086,A,1,1,0,0
2087,B,1,1,1,1
2088,A,1,0,0,0
2089,B,1,0,0,0
2090,A,1,1,0,0
2091,B,1,1,1,1
2092,B,1,1,1,1
2093,B,1,1,0,0
2094,B,1,1,1,0
2095,A,1,0,0,0
2096,A,1,1,1,1
2097,B,1,0,0,0
2098,B,1,1,1,1
2099,B,1,1,1,0
2100,A,1,0,0,0
2101,A,1,0,0,0
2102,A,1,1,0,0
2103,A,1,1,1,0
2104,B,1,1,1,0
2105,B,1,0,0,0
2106,B,1,0,0,0
2107,A,1,1,0,0
2108,A,1,0,0,0
2109,A,1,1,1,0
2110,B,1,1,0,0
2111,B,1,1,0,0
2112,A,1,0,0,0
2113,B,1,1,0,0
2114,A,1,0,0,0
2115,A,1,0,0,0
2116,B,1,1,0,0
2117,A,1,1,0,0
2118,B,1,0,0,0
2119,A,1,0,0,0
2120,B,1,0,0,0
2121,B,1,0,0,0
2122,B,1,0,0,0
2123,A,1,0,0,0
2124,A,1,1,0,0
2125,B,1,0,0,0
2126,B,1,0,0,0
2127,A,1,0,0,0
2128,A,1,1,0,0
2129,A,1,1,1,0
2130,B,1,1,1,0
2131,A,1,0,0,0
2132,A,1,0,0,0
2133,B,1,0,0,0
2134,A,1,1,0,0
2135,A,1,0,0,0
2136,A,1,1,1,0
2137,B,1,1,0,0
2138,B,1,0,0,0
2139,B,1,0,0,0
2140,B,1,0,0,0
2141,B,1,0,0,0
2142,B,1,1,1,1
2143,B,1,0,0,0
2144,A,1,0,0,0
2145,A,1,1,1,1
2146,B,1,0,0,0
2147,A,1,1,0,0
2148,A,1,0,0,0
2149,B,1,0,0,0
2150,A,1,0,0,0
2151,A,1,0,0,0
2152,A,1,1,1,0
2153,A,1,0,0,0
2154,A,1,1,1,0
2155,B,1,1,1,0
2156,B,1,1,1,1
2157,B,1,0,0,0
2158,A,1,1,1,0
2159,B,1,1,1,0
2160,A,1,1,0,0
2161,A,1,1,1,1
2162,A,1,1,1,1
2163,A,1,0,0,0
2164,B,1,0,0,0
2165,B,1,0,0,0
2166,A,1,1,0,0
2167,B,1,1,1,0
2168,A,1,1,1,0
2169,B,1,0,0,0
2170,B,1,0,0,0
2171,A,1,0,0,0
2172,B,1,0,0,0
2173,A,1,1,1,0
2174,B,1,1,1,1
2175,A,1,0,0,0
2176,A,1,1,1,0
2177,B,1,1,0,0
2178,B,1,0,0,0
2179,A,1,1,1,0
2180,B,1,0,0,0
2181,B,1,1,1,0
2182,A,1,0,0,0
2183,A,1,1,1,1
2184,B,1,1,0,0
2185,A,1,1,1,1
2186,A,1,0,0,0
2187,A,1,0,0,0
2188,B,1,1,1,1
2189,B,1,1,1,1
2190,A,1,1,0,0
2191,B,1,1,0,0
2192,A,1,0,0,0
2193,B,1,1,1,1
2194,A,1,1,0,0
2195,A,1,0,0,0
2196,B,1,0,0,0
2197,A,1,1,1,0
2198,B,1,1,0,0
2199,B,1,1,1,0
2200,A,1,1,0,0
2201,A,1,0,0,0
2202,B,1,1,1,0
2203,A,1,1,0,0
2204,A,1,1,0,0
2205,A,1,0,0,0
2206,A,1,0,0,0
2207,A,1,1,1,0
2208,B,1,1,1,0
2209,B,1,0,0,0
2210,A,1,1,1,0
2211,A,1,0,0,0
2212,A,1,0,0,0
2213,B,1,1,1,0
2214,A,1,1,1,0
2215,B,1,1,1,0
2216,B,1,1,1,0
2217,B,1,1,1,1
2218,A,1,1,1,1
2219,B,1,1,1,0
2220,A,1,1,0,0
2221,B,1,1,0,0
2222,A,1,0,0,0
2223,B,1,1,0,0
2224,A,1,0,0,0
2225,B,1,1,1,1
